DFA_channel1,Fisher_Information_channel1,HFD_channel1,PFD_channel1,SVD_Entropy_channel1,variance_channel1,std_deviation_channel1,mean_channel1,fft_variance_channel1,fft_std_deviation_channel1,fft2_variance_channel1,zero_crossing_rate_channel1,complexity_channel1,DFA_channel2,Fisher_Information_channel2,HFD_channel2,PFD_channel2,SVD_Entropy_channel2,variance_channel2,std_deviation_channel2,mean_channel2,fft_variance_channel2,fft_std_deviation_channel2,fft2_variance_channel2,zero_crossing_rate_channel2,complexity_channel2,label
-2.1690381615049983,-2.2219040097850957,2.1589707932154045,2.162102445644606,0.2507687561295067,0.1507238183576304,0.6119960236694156,0.6306703862441803,2.1589707932154045,2.162102445644606,1.2047720904716895e-08,1.0788210863445022e-08,0.00010976211051504474,0.00010386631245714379,-9.7655498876931e-07,-3.32860774537503e-07,6.163186779355375e-06,5.5114186429690116e-06,0.002482576641184593,0.0023476410805250898,1.4475761583192126e-05,3.92093571030029e-06,110.0,86.0,0.005141454534477365,0.007014353491713356,1.0
-2.2174108573455893,-2.147223086978853,2.258820296727499,2.2195779777713476,0.30425922365080066,0.1669149874191258,0.6080180057168195,0.6244457382620764,2.258820296727499,2.2195779777713476,9.626317411935172e-09,9.007268498383314e-09,9.811379827493772e-05,9.490663042371336e-05,-7.080122648547023e-07,-2.0902722150249593e-06,4.90836689400337e-06,4.613027594211358e-06,0.0022154834447594886,0.002147795985239603,1.0464446528954806e-05,4.180232416175444e-06,132.0,106.0,0.004516901585948566,0.0050640217426243484,1.0
-2.0847089791315385,-2.0986079586564825,2.149585241879374,2.201062798002075,0.2369106444667642,0.16115190138472837,0.6163165952766629,0.6268478078369601,2.149585241879374,2.201062798002075,2.322475320313009e-08,1.4912821880578124e-08,0.00015239669682486588,0.00012211806533260394,7.788843219546344e-06,5.660561754010921e-06,1.188995518841096e-05,7.651736150265105e-06,0.003448181432061103,0.0027661771726093585,2.4721100759939637e-05,7.059869331524929e-06,72.0,110.0,0.012774310846096416,0.007957911299583046,1.0
-2.0842379702472464,-2.137900128330752,2.2607891960609305,2.236940714503243,0.24201160612743497,0.18391705155051352,0.6133955218879099,0.6238621121289584,2.2607891960609305,2.236940714503243,2.0019205711352283e-08,1.4371185159723525e-08,0.0001414892423873712,0.00011987987804349621,3.274884756696079e-06,-3.883379791314424e-06,1.023415541860462e-05,7.35654663717247e-06,0.0031990866538130257,0.0027122954553610986,1.8482102167339845e-05,7.941593333977723e-06,92.0,98.0,0.010874534289928232,0.007798032494714431,1.0
-2.1906480614669968,-2.1461696245503603,2.2711678187863673,2.207445674748895,0.23890800165588286,0.1765350066582191,0.6138708003450312,0.6293651840604091,2.2711678187863673,2.207445674748895,1.2562104498615823e-08,1.0338800521488508e-08,0.00011208079451277915,0.00010167989241481576,-3.7371434572099292e-06,-6.095660551573847e-06,6.43872691971948e-06,5.296716454192092e-06,0.002537464663738094,0.002301459635577407,1.1855182134515041e-05,6.497006001613672e-06,104.0,84.0,0.007539769001157014,0.005124855014426477,1.0
-2.1269789581366627,-2.09556892623824,2.2562908495010734,2.1890798110903655,0.2511207996244043,0.149034375244564,0.6163165952766629,0.6280914488258887,2.2562908495010734,2.1890798110903655,1.6775719551586625e-08,1.6032747888084238e-08,0.0001295211162381896,0.00012662048763167926,-5.742790114767619e-06,2.083092084868355e-06,8.594800177941276e-06,8.20951215976367e-06,0.0029316889633692854,0.002865224626406047,1.6102511775480842e-05,9.448514203951918e-06,106.0,84.0,0.009714938348008632,0.008310393560389836,1.0
-2.1226849324254116,-2.0485000962982016,2.1650289011335073,2.20106970905068,0.23052882241020559,0.1471046603528444,0.6178426721864385,0.633381156080921,2.1650289011335073,2.20106970905068,1.917875600245929e-08,1.5619418476810367e-08,0.00013848738571602573,0.0001249776719130676,-6.193380657379494e-06,-4.304616044364499e-06,9.80742570287546e-06,8.0020914941782e-06,0.0031316809708007392,0.002828796828013316,2.0209133068563454e-05,7.527765761432798e-06,78.0,82.0,0.009330338142962077,0.008169440730376381,1.0
-2.0621682595458015,-2.051266419877969,2.126397617382115,2.166457592894738,0.23398029389455638,0.12529319241942863,0.6204919368116337,0.6392521560564153,2.126397617382115,2.166457592894738,2.6173756408036905e-08,2.0378038951370867e-08,0.00016178305352550652,0.0001427516688216669,6.888352045210189e-06,1.460067223419883e-06,1.3351155979293373e-05,1.040025644592763e-05,0.0036539233680105243,0.0032249428593275307,2.6499821425260258e-05,1.2791188529774667e-05,44.0,94.0,0.013609629537514633,0.01050301354950791,1.0
-2.13738822446913,-2.0427095419429926,2.0856184691508246,2.1207005192839956,0.22534319347287954,0.14934124840138974,0.6204919368116337,0.638482424553248,2.0856184691508246,2.1207005192839956,2.1951838216372553e-08,1.8473722527133463e-08,0.00014816152745018713,0.00013591807284954222,1.033931654236165e-05,5.955899898992077e-06,1.1293136930802646e-05,9.475744244357005e-06,0.003360526287771403,0.003078269683500295,2.2032700175188948e-05,1.2051507838363435e-05,52.0,70.0,0.009068622823110401,0.007725690812161194,1.0
-2.099825050812551,-2.0130396833265594,1.9903363163683228,2.1059235902918307,0.21863563398663652,0.11255776252428543,0.6221495843286451,0.6392521560564153,1.9903363163683228,2.1059235902918307,3.410237203317683e-08,2.78693964329748e-08,0.00018466827565441995,0.00016694129636783944,-2.641844609743658e-06,7.0599313326237615e-06,1.731901179698103e-05,1.4257459837520975e-05,0.004161611682627421,0.0037759051679724393,4.414764964844822e-05,9.10927424224028e-06,50.0,62.0,0.01867470027002109,0.015328645376501974,1.0
-2.1178477646528426,-2.099450118045544,2.0750792066670605,2.109677303933177,0.2162069067022284,0.14072587426528352,0.6194157542010303,0.6377234629335716,2.0750792066670605,2.109677303933177,2.618724718878999e-08,2.1142460188069888e-08,0.00016182474220214284,0.00014540447100440168,9.235371964886696e-06,-5.380418843957257e-06,1.3436572168314758e-05,1.0805854215520478e-05,0.003665593017277663,0.0032872259148894038,2.9471106223792867e-05,9.983197364646755e-06,82.0,58.0,0.010423131229871282,0.010726701914031385,1.0
-2.1330518722057255,-2.111630069934746,1.9374612716791197,2.1392224734133323,0.27144675584222666,0.13785972138374122,0.6133955218879099,0.6313352416356905,1.9374612716791197,2.1392224734133323,2.9734304080045908e-08,1.8397883532233288e-08,0.00017243637690477582,0.00013563879803446096,-5.2022935625209925e-06,5.656828403857804e-06,1.5130662691964601e-05,9.346182007080084e-06,0.0038898152516494405,0.003057152597938167,3.1063364752992354e-05,9.940315933255704e-06,58.0,66.0,0.015983489917042376,0.009954685730703955,1.0
-2.1054474202053797,-2.1041440708760066,1.8891303549278045,2.1191901902168953,0.18431652444041344,0.14019680944764185,0.6287244709567726,0.634789969296761,1.8891303549278045,2.1191901902168953,3.412783963845483e-08,1.7561435498508738e-08,0.00018473721779450623,0.00013251956647419556,-2.493712687510376e-06,1.0448313998625572e-06,1.7455449356793e-05,8.989872376351565e-06,0.004177971919100582,0.0029983115876025235,3.6836898723505864e-05,1.0726853554308195e-05,44.0,72.0,0.01942251949631959,0.008513067330976336,1.0
-2.169319326794296,-2.106030653388914,2.0225498097223062,2.1119331480319548,0.20943207704092504,0.11983176084451788,0.6232849648680382,0.6320085211504668,2.0225498097223062,2.1119331480319548,2.1626296694170684e-08,1.742232103130176e-08,0.00014705882052488617,0.00013199364011686986,-1.0258464607386952e-05,-9.321550070199765e-07,1.1036722425994986e-05,8.916235479292226e-06,0.0033221562916267177,0.002986006610724803,2.366588246755741e-05,1.0670477198671276e-05,72.0,84.0,0.008952111934939704,0.011883008339016152,1.0
-2.078053752677138,-2.0664308721677065,1.806952486719441,2.0549017669416463,0.18396092372169875,0.12390703718881363,0.6221495843286451,0.6377234629335716,1.806952486719441,2.0549017669416463,4.770751020495852e-08,2.8173393109042383e-08,0.00021842048943484794,0.0001678493166773174,-5.683138348074698e-06,-6.753855448405409e-06,2.437385855555023e-05,1.4440391690209004e-05,0.004936988814606554,0.003800051537835902,5.6427551440631616e-05,1.2846994604986267e-05,34.0,88.0,0.02305026486198821,0.017402498614473065,1.0
-2.0901158176488246,-2.049976979936458,1.728279255840327,1.9047524238058786,0.18902005089454518,0.10236607541231083,0.6313352416356905,0.6400329427476308,1.728279255840327,1.9047524238058786,5.336843911530485e-08,3.886747154482946e-08,0.00023101610142001975,0.00019714834907964474,2.979536864871767e-05,2.1101914922842498e-05,2.7736565618352448e-05,2.0093399144549165e-05,0.005266551586982933,0.00448256613387345,7.607282218106147e-05,9.97005631054184e-06,30.0,28.0,0.02625690723588528,0.018846480137047553,1.0
-2.111589079870321,-1.981993196399943,1.680607450684746,1.8805012897044167,0.15530612084287973,0.08349317913026448,0.6424446574456224,0.638482424553248,1.680607450684746,1.8805012897044167,4.90626573321223e-08,4.514974475076306e-08,0.00022150091948369493,0.00021248469297990163,9.625409699628732e-06,-1.7379503208084323e-06,2.5070994107526338e-05,2.310995967329078e-05,0.0050070943777330915,0.004807281942354825,7.217440695068508e-05,1.631893280273192e-05,24.0,24.0,0.02688235220380313,0.021241138592718797,1.0
-2.0916964242663347,-2.0929074163975923,1.6280541386480314,1.9505756343322833,0.16812356540744686,0.10186436711033675,0.6355085001273971,0.6449672772125762,1.6280541386480314,1.9505756343322833,5.4260144663958545e-08,2.8712600772174153e-08,0.00023293807044783073,0.00016944792938296458,-1.86371371657183e-05,-1.024377366515597e-05,2.7951025769999162e-05,1.4751411586781433e-05,0.005286872967076016,0.0038407566424835398,6.825637629086658e-05,1.0048193158728872e-05,22.0,38.0,0.029546075621400252,0.01697013551037474,1.0
-2.16434965006755,-2.085850534660061,1.7757103904893823,1.9279429534018566,0.16991037858280245,0.11326240568828845,0.6293651840604091,0.634789969296761,1.7757103904893823,1.9279429534018566,5.2734431793482296e-08,3.35806323433125e-08,0.00022963978704371396,0.00018325019056828428,3.0118959053434445e-06,6.857537849525146e-06,2.68918545457462e-05,1.7214150987162004e-05,0.005185735680281652,0.004148993972900178,6.344678333920973e-05,1.5815023536541155e-05,26.0,38.0,0.02783301650434337,0.018234071499207853,1.0
-2.1047545013083093,-2.042696422478445,1.6192177036290383,2.013232484105336,0.1645004973556765,0.11044746566001183,0.6300137624488111,0.6377234629335716,1.6192177036290383,2.013232484105336,4.8394055558169305e-08,3.5091278286111076e-08,0.00021998648949008053,0.00018732666197343898,-6.726355721929407e-06,-6.938965533347478e-07,2.4770792925131745e-05,1.7866043859556986e-05,0.004977026514409155,0.004226824323242804,6.552865081426328e-05,1.304457449713792e-05,26.0,40.0,0.025533997822150642,0.015476423480108359,1.0
-2.095456868054001,-2.05853303893353,1.720407408192983,1.966869999320388,0.19983860119872243,0.10016175561928391,0.6320085211504668,0.6369749964811717,1.720407408192983,1.966869999320388,4.624279746470758e-08,2.9487186324481525e-08,0.00021504138546965228,0.00017171833427005262,-1.3922756358977982e-05,-1.2629445410818153e-05,2.3775370522657154e-05,1.5142382101195382e-05,0.004875999438336428,0.003891321382409243,5.626956493036041e-05,1.3503006553296623e-05,22.0,48.0,0.02250336354272268,0.014946184872552642,1.0
-2.1632429120735717,-2.0623300080320592,1.6137716719210387,1.946725601226872,0.17037753304984177,0.1027304626838106,0.634789969296761,0.638482424553248,1.6137716719210387,1.946725601226872,4.6080145890154306e-08,2.8275736120558963e-08,0.00021466286565252572,0.000168153906052042,2.7184540246783367e-05,1.0833224911986299e-05,2.393805964244702e-05,1.4531726219612114e-05,0.004892653640147341,0.003812050133407497,5.571529810049376e-05,1.522592485445566e-05,12.0,42.0,0.026847175841542545,0.016215723259882783,1.0
-2.10125762981156,-2.0498124989277016,1.5070132591888628,1.960123549858748,0.16655534358566412,0.12048332520489485,0.6232849648680382,0.6408250810616756,1.5070132591888628,1.960123549858748,6.504795915795379e-08,3.019186055351152e-08,0.0002550450139837158,0.0001737580517659873,2.437136677504259e-06,5.725165464190388e-07,3.3281265238364484e-05,1.5456650389585473e-05,0.0057689917003202985,0.003931494676275866,7.325473598913796e-05,1.7757972682057396e-05,14.0,36.0,0.03947357625620834,0.01703393604139027,1.0
-2.1251272111160553,-2.0997691926587594,1.5704273071152053,1.9965623130386967,0.168760481255005,0.15929163137971097,0.633381156080921,0.6250359789017879,1.5704273071152053,1.9965623130386967,5.411353228960006e-08,2.1616945300515815e-08,0.00023262315510198047,0.00014702702234798817,-1.5467421014906e-05,2.828803684844043e-06,2.7817642958794368e-05,1.1063128156765997e-05,0.005274243354149898,0.003326128102879683,5.95499515983424e-05,1.2609654105126424e-05,12.0,38.0,0.02995345013287983,0.008820743000557896,1.0
-2.1158458047121016,-2.0435646400826157,1.572141527831946,1.915101403412534,0.19782549031858254,0.10244682622203152,0.6227141648564627,0.6400329427476308,1.572141527831946,1.915101403412534,4.5989134283146794e-08,2.903272492656975e-08,0.00021445077356621215,0.00017038992026105812,-1.531316094948749e-05,-2.0316060094134794e-05,2.3602668459329104e-05,1.503921287109467e-05,0.004858257759663345,0.0038780424019206738,5.7570428308025866e-05,1.3335733842475114e-05,28.0,34.0,0.023608811467031192,0.014442209034061597,1.0
-2.088902855384339,-2.064303440568657,1.4974663619203121,1.90543417126795,0.1673250291232008,0.1007669032748899,0.6306703862441803,0.6377234629335716,1.4974663619203121,1.90543417126795,7.280705690666838e-08,4.241898839732832e-08,0.0002698278282658562,0.00020595870556334422,5.5126264468313365e-06,2.505837469828925e-06,3.727667402206428e-05,2.172146641044533e-05,0.006105462637840336,0.004660629400675979,9.131603522651385e-05,1.7446211276099377e-05,18.0,28.0,0.03538592504773935,0.023052170266768316,1.0
-2.1113946640811854,-2.109847948243291,1.5476711135695354,2.020028806393968,0.1331306359790126,0.1654255661724655,0.6326904239397002,0.6280914488258887,1.5476711135695354,2.020028806393968,5.906538696651678e-08,2.0988420374439382e-08,0.00024303371569911196,0.00014487380844873025,3.070192079677545e-05,1.7466749514691934e-05,3.061601910566582e-05,1.0861998844641187e-05,0.005533174414896554,0.0032957546699718394,5.995443671688321e-05,1.5632152302109067e-05,10.0,44.0,0.031462714557652344,0.00973062228315033,1.0
-2.1333923983675995,-2.0599666501543945,1.4696175766433537,1.7973633654217276,0.1449040955371819,0.12144110733743153,0.6293651840604091,0.6362367605585653,1.4696175766433537,1.7973633654217276,5.283433045720406e-08,2.7481462325483413e-08,0.00022985719579165682,0.0001657753369035437,-3.689800657669649e-05,-1.794186766001822e-05,2.7738647659556002e-05,1.4233842929516598e-05,0.0052667492497323245,0.003772776554411432,6.563927087336951e-05,1.2710291215016552e-05,16.0,26.0,0.031077410047509104,0.01599906478355287,1.0
-2.1351881378061957,-2.0796224929966978,1.5243174726167923,1.8135351874984662,0.11442501645778003,0.08909718849675685,0.6392521560564153,0.6449672772125762,1.5243174726167923,1.8135351874984662,6.739358551966137e-08,4.0294349900439273e-08,0.0002596027455934574,0.00020073452593024268,1.5324816466981037e-05,1.5229100921711729e-05,3.461198053324675e-05,2.0707386617400702e-05,0.005883194755678819,0.004550536959239063,9.04780880610656e-05,1.147235039262714e-05,10.0,42.0,0.03708615212336229,0.023103063936029712,1.0
-2.1142315829866933,-2.0303624719470976,1.600098657415201,1.8113629926734107,0.15779507541818902,0.07907610842418439,0.633381156080921,0.6494452549158767,1.600098657415201,1.8113629926734107,5.5657859470253494e-08,3.877317217589812e-08,0.00023591917995418154,0.00019690904543950773,7.032873903783089e-06,2.4899226494923455e-06,2.8416308053981396e-05,1.9824838978558506e-05,0.005330694894099774,0.004452509290114789,7.613960496035598e-05,1.5035889617511585e-05,32.0,48.0,0.03360467544979192,0.022283298132948853,1.0
-2.124432722105007,-2.147936054840932,1.5155811448172742,1.795641074060288,0.1938470982664534,0.09830758102353826,0.6188860058183504,0.6320085211504668,1.5155811448172742,1.795641074060288,6.295291518407562e-08,3.272559261606952e-08,0.0002509041952301229,0.00018090216310500415,1.4118309171287898e-05,5.303995326035119e-06,3.225780481920871e-05,1.67409064711203e-05,0.005679595480244055,0.0040915652837417,7.810213444360536e-05,1.3580671415275511e-05,18.0,38.0,0.037868209801858885,0.019425581813578726,1.0
-2.1443482567214813,-2.0762445990111686,1.5643622346572208,1.8552973304852092,0.16653070197925665,0.11867106267574526,0.6306703862441803,0.6313352416356905,1.5643622346572208,1.8552973304852092,5.2517085330125516e-08,2.8579673144807684e-08,0.00022916606496190816,0.00016905523696356668,-6.624090532575268e-06,4.189399153025714e-06,2.6911068689427593e-05,1.4625694846743887e-05,0.005187587945223444,0.0038243554812208407,6.252228575877574e-05,1.4109495145900438e-05,14.0,50.0,0.027697840996608963,0.015016301336361674,1.0
-2.196574396400705,-2.196715915557937,1.4438478470394078,1.6649617624532542,0.08167572632290394,0.10209536333590466,0.6476105848638475,0.6306703862441803,1.4438478470394078,1.6649617624532542,4.025172145713031e-08,2.1476514607184588e-08,0.00020062831668817417,0.00014654867657943756,-1.5575514705016956e-06,-3.2010796896258655e-06,2.0507151624669856e-05,1.0993762592646904e-05,0.004528482265027639,0.003315684332479029,3.258724412849339e-05,2.5764848026720233e-05,10.0,38.0,0.02415878948287177,0.0137996529551607,1.0
-2.5104126910152478,-2.3625729270669766,2.218088876148873,2.257773414699501,0.11241145830341111,0.12866026940313277,0.6362367605585653,0.6326904239397002,2.218088876148873,2.257773414699501,7.030882542869865e-10,2.7554875649797127e-09,2.65158114016333e-05,5.249273821186806e-05,-4.442641814925616e-06,-1.9857792691092314e-05,3.700860918007008e-07,1.6113670763530238e-06,0.0006083470159380259,0.0012693963432880307,1.921946198687436e-06,1.104416589874841e-06,106.0,98.0,0.0003867773783455308,0.0016997229551035426,1.0
-2.2932754796837256,-2.2414643345722025,2.047534145554248,2.105284033393218,0.07737372881069586,0.13917877883507446,0.6476105848638475,0.6300137624488111,2.047534145554248,2.105284033393218,2.977395736579855e-09,6.306913365036285e-09,5.45655178347998e-05,7.941607749716858e-05,1.0978355217835786e-07,-2.84086092876165e-05,1.524429403425661e-06,3.6347168613607524e-06,0.0012346778541083747,0.0019064933415463986,5.896899016352062e-06,2.752144239437231e-06,58.0,64.0,0.0015028896092592887,0.0034616882896736168,1.0
-2.2157537236454776,-2.3478165025985507,1.8875300007920903,2.049449472409518,0.07346948390953591,0.13063199508109286,0.6441135021617183,0.634789969296761,1.8875300007920903,2.049449472409518,7.247212600767384e-09,5.55271038842102e-09,8.513056208417389e-05,7.45165108443828e-05,-9.591214646398268e-06,9.825374795860815e-06,3.7544053664116506e-06,2.8905377162407277e-06,0.0019376287999541219,0.001700158144479721,7.529234746898021e-06,4.205376610452939e-06,52.0,76.0,0.0036319461737885674,0.002247594492962351,1.0
-2.3078399474440516,-2.237256761611436,1.9789894087502675,2.0047211951139503,0.12693417802407708,0.13199244109759783,0.6392521560564153,0.6313352416356905,1.9789894087502675,2.0047211951139503,7.335817769173293e-09,6.023660809271711e-09,8.564938860945414e-05,7.761224651607317e-05,1.0173903548492101e-05,2.818247916928113e-06,3.808228750566546e-06,3.0720936259443124e-06,0.001951468357562209,0.0017527388926889002,8.491838359398224e-06,3.5348621307431887e-06,38.0,68.0,0.0037574805903716328,0.0030347862524364574,1.0
-2.2638549111918786,-2.3219325682000425,1.968604552935955,2.1460591264465814,0.1077411273853146,0.18941517332414703,0.6340809308975283,0.6183616790358605,1.968604552935955,2.1460591264465814,7.042557044719286e-09,4.088580777598082e-09,8.391994426070173e-05,6.394201105375152e-05,-5.692286891261134e-06,1.2756169954471914e-05,3.6208862123696103e-06,2.175705737334832e-06,0.0019028626362324766,0.0014750273683341716,5.963297388147407e-06,3.882876888208473e-06,54.0,92.0,0.002906531264990876,0.002422602809414542,1.0
-2.271432770538388,-2.36153098856728,2.254514610431292,2.2842267453972833,0.3062898791395241,0.2750941170915585,0.6133955218879099,0.6133955218879099,2.254514610431292,2.2842267453972833,1.7811491537261723e-08,2.7229347307124804e-09,0.00013345970004934718,5.218174710291407e-05,-8.439316136248215e-06,5.356468510799457e-06,9.1552426911635e-06,1.4075568674594967e-06,0.003025763158471512,0.0011864050183050883,8.460902394806994e-06,6.666140512825364e-06,164.0,152.0,0.0046869075222198495,0.0014474472712295789,1.0
-2.2369030951018325,-2.2964861470857447,2.2621198111282648,2.2794152682875803,0.3244664308595087,0.22845214814471704,0.6093090626092812,0.6183616790358605,2.2621198111282648,2.2794152682875803,1.0459707493618748e-08,3.922992785402674e-09,0.00010227271138294295,6.263379906570153e-05,-5.573345690693756e-06,-3.822355509012886e-06,5.290475561943634e-06,2.0158357358896154e-06,0.0023001033807078398,0.0014198013015523036,5.859247553480848e-06,4.226560512531307e-06,174.0,154.0,0.004858683732915908,0.001794842887956713,1.0
-2.2781293232530313,-2.204748585834646,2.2782095153013247,2.2557753280021084,0.29887081376697716,0.20912578775092985,0.6093090626092812,0.6173288863555668,2.2782095153013247,2.2557753280021084,5.644621508320046e-09,6.77790538752091e-09,7.513069617885918e-05,8.232803524632973e-05,1.3237603416133272e-05,-2.1466625624760546e-06,2.974902548239101e-06,3.472599293169917e-06,0.0017247905809805145,0.0018634911572556272,4.910427663529604e-06,4.4369495083186905e-06,180.0,132.0,0.002809209273608243,0.003909311899355618,1.0
-2.2103809938389953,-2.1769275634515726,2.2771616290997043,2.254604909966281,0.3240308301078431,0.2265977207398103,0.6071755951954666,0.6163165952766629,2.2771616290997043,2.254604909966281,7.551213616154367e-09,8.071892324337511e-09,8.689771928051028e-05,8.984371054413053e-05,1.0582402962479677e-05,-2.6361392702211506e-06,3.923238127480206e-06,4.129441123733861e-06,0.00198071656919414,0.0020321026361219702,7.028131037720028e-06,4.792063938825472e-06,172.0,128.0,0.0037041774312260014,0.004729824336888131,1.0
-2.1875670770458266,-2.0536011393458944,2.271761007853592,2.1894179681704276,0.28901523467856155,0.1886644001789341,0.6106344912719592,0.6183616790358605,2.271761007853592,2.1894179681704276,1.0298660796621362e-08,1.7563804642092377e-08,0.00010148231765495583,0.00013252850501719386,4.074247533971978e-06,-3.1194364293360053e-06,5.243420293791949e-06,8.988145889967957e-06,0.0022898515877217782,0.002998023664010669,1.297002382343472e-05,8.911883325977564e-06,162.0,96.0,0.006135123713694421,0.010227932815217784,1.0
